original_filename,new_filename,folder_name,distance,duration_hours,total_ascent,total_descent,abs_ascent_descent_diff,end_date,interval_time,passed_waypoint_guanshanling_mountain_peak,check_tfidf_關山嶺山,check_tfidf_溪頭山,check_tfidf_塔關山,cluster,pca_1,pca_2,pca_3,original_filename_orig,folder_name_orig
關山嶺山 20221210.gpx,HN_Guanshanling_0401.gpx,HN_Guanshanling,2.69,5.18,526.5,512.1,14.4,2022/12/10 00:00,310,TRUE,TRUE,FALSE,FALSE,0,1.376954345,1.389436822,2.245385338,關山嶺山 20221210.gpx,HN_Guanshanling
南橫一星 關山嶺山.gpx,HN_Guanshanling_0106.gpx,HN_Guanshanling,2.69,4.96,537.7,534.6,3.1,2023/2/26 00:00,297,TRUE,TRUE,FALSE,FALSE,0,1.914506655,1.244817018,2.046900556,南橫一星 關山嶺山.gpx,HN_Guanshanling
關山嶺山 (88).gpx,HN_Guanshanling_0214.gpx,HN_Guanshanling,2.34,4.93,496.8,496.8,0,2023/12/2 00:00,295,TRUE,TRUE,FALSE,FALSE,0,-0.576208771,1.894926874,2.048977012,關山嶺山 (88).gpx,HN_Guanshanling
關山嶺山 (89).gpx,HN_Guanshanling_0215.gpx,HN_Guanshanling,2.34,4.93,496.8,496.8,0,2023/12/2 00:00,295,TRUE,TRUE,FALSE,FALSE,0,-0.576208771,1.894926874,2.048977012,關山嶺山 (89).gpx,HN_Guanshanling
關山嶺山 (90).gpx,HN_Guanshanling_0217.gpx,HN_Guanshanling,2.34,4.93,496.8,496.8,0,2023/12/2 00:00,295,TRUE,TRUE,FALSE,FALSE,0,-0.576208771,1.894926874,2.048977012,關山嶺山 (90).gpx,HN_Guanshanling
關山嶺山 (91).gpx,HN_Guanshanling_0218.gpx,HN_Guanshanling,2.34,4.93,496.8,496.8,0,2023/12/2 00:00,295,TRUE,TRUE,FALSE,FALSE,0,-0.576208771,1.894926874,2.048977012,關山嶺山 (91).gpx,HN_Guanshanling
關山嶺山 (92).gpx,HN_Guanshanling_0219.gpx,HN_Guanshanling,2.34,4.93,496.8,496.8,0,2023/12/2 00:00,295,TRUE,TRUE,FALSE,FALSE,0,-0.576208771,1.894926874,2.048977012,關山嶺山 (92).gpx,HN_Guanshanling
關山嶺山 (93).gpx,HN_Guanshanling_0220.gpx,HN_Guanshanling,2.34,4.93,496.8,496.8,0,2023/12/2 00:00,295,TRUE,TRUE,FALSE,FALSE,0,-0.576208771,1.894926874,2.048977012,關山嶺山 (93).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140217.575.gpx,HN_Guanshanling_0318.gpx,HN_Guanshanling,2.48,4.84,493.4,507.4,14,2022/12/30 00:00,290,TRUE,TRUE,FALSE,FALSE,0,0.01449896,1.494634862,1.935861442,關山嶺山 - 2025-08-14T140217.575.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135949.036.gpx,HN_Guanshanling_0277.gpx,HN_Guanshanling,2.59,4.74,463.2,458.6,4.6,2023/3/25 00:00,284,TRUE,TRUE,FALSE,FALSE,0,-0.879383479,0.988589479,1.794034978,關山嶺山 - 2025-08-14T135949.036.gpx,HN_Guanshanling
關山嶺山 (24).gpx,HN_Guanshanling_0164.gpx,HN_Guanshanling,2.55,4.73,488.5,492.4,3.9,2024/7/13 00:00,284,TRUE,TRUE,FALSE,FALSE,0,-0.062416815,1.185664223,1.813775777,關山嶺山 (24).gpx,HN_Guanshanling
關山嶺山 (47).gpx,HN_Guanshanling_0180.gpx,HN_Guanshanling,2.34,4.72,418.4,406.5,12,2024/3/24 00:00,283,TRUE,TRUE,FALSE,FALSE,-1,-3.31382169,1.376453289,1.783124553,關山嶺山 (47).gpx,HN_Guanshanling
20221211關山嶺山.gpx,HN_Guanshanling_0042.gpx,HN_Guanshanling,2.59,4.66,492.8,480.9,11.9,2022/12/10 00:00,279,TRUE,TRUE,FALSE,FALSE,0,-0.03243872,1.008480738,1.742503664,20221211關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140047.288.gpx,HN_Guanshanling_0289.gpx,HN_Guanshanling,2.54,4.66,494.7,491.7,3,2023/2/27 00:00,279,TRUE,TRUE,FALSE,FALSE,0,-0.004291678,1.15172717,1.753954518,關山嶺山 - 2025-08-14T140047.288.gpx,HN_Guanshanling
關山嶺山20250502.gpx,HN_Guanshanling_0420.gpx,HN_Guanshanling,2.36,4.66,477.3,480.1,2.8,2025/5/2 00:00,279,TRUE,TRUE,FALSE,FALSE,0,-1.101123909,1.522982192,1.773000554,關山嶺山20250502.gpx,HN_Guanshanling
20240311關山嶺山.gpx,HN_Guanshanling_0078.gpx,HN_Guanshanling,2.68,4.65,541.5,545.2,3.7,2024/3/11 00:00,278,TRUE,TRUE,FALSE,FALSE,0,2.105315244,1.001082599,1.758369928,20240311關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135914.982.gpx,HN_Guanshanling_0267.gpx,HN_Guanshanling,2.6,4.61,519.6,523.3,3.7,2023/4/9 00:00,276,TRUE,TRUE,FALSE,FALSE,0,1.116443013,1.069569098,1.716818494,關山嶺山 - 2025-08-14T135914.982.gpx,HN_Guanshanling
關山嶺山 (10).gpx,HN_Guanshanling_0155.gpx,HN_Guanshanling,2.33,4.51,474.8,481.9,7.1,2025/4/21 00:00,270,TRUE,TRUE,FALSE,FALSE,0,-1.22098156,1.450197018,1.63446415,關山嶺山 (10).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140339.859.gpx,HN_Guanshanling_0344.gpx,HN_Guanshanling,2.53,4.49,493.3,503.3,10,2022/9/10 00:00,269,TRUE,TRUE,FALSE,FALSE,0,0.116416992,1.034561259,1.594280246,關山嶺山 - 2025-08-14T140339.859.gpx,HN_Guanshanling
20220716關山嶺山（台東縣登山會向陽登山隊）.gpx,HN_Guanshanling_0035.gpx,HN_Guanshanling,2.37,4.49,483,496,13,2022/7/16 00:00,269,TRUE,TRUE,FALSE,FALSE,0,-0.724287164,1.379548868,1.615399217,20220716關山嶺山（台東縣登山會向陽登山隊）.gpx,HN_Guanshanling
2022-07-31關山嶺山.gpx,HN_Guanshanling_0027.gpx,HN_Guanshanling,2.73,4.45,426.7,418.7,8,2022/7/31 00:00,266,TRUE,TRUE,FALSE,FALSE,0,-1.639545888,0.238048989,1.462211627,2022-07-31關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140056.653.gpx,HN_Guanshanling_0292.gpx,HN_Guanshanling,2.48,4.44,485.8,478.4,7.4,2023/2/26 00:00,266,TRUE,TRUE,FALSE,FALSE,0,-0.572849638,1.041261918,1.548585962,關山嶺山 - 2025-08-14T140056.653.gpx,HN_Guanshanling
關山嶺山（埡口登山口原路來回）.gpx,HN_Guanshanling_0450.gpx,HN_Guanshanling,2.48,4.4,474.4,456.8,17.5,2023/5/19 00:00,263,TRUE,TRUE,FALSE,FALSE,0,-1.10345601,0.939578907,1.500363937,關山嶺山（埡口登山口原路來回）.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135933.539.gpx,HN_Guanshanling_0273.gpx,HN_Guanshanling,2.75,4.36,552.4,545.5,6.9,2023/4/3 00:00,261,TRUE,TRUE,FALSE,FALSE,0,2.53160214,0.578803785,1.478784196,關山嶺山 - 2025-08-14T135933.539.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135743.477.gpx,HN_Guanshanling_0237.gpx,HN_Guanshanling,2.44,4.36,482.4,471.5,10.9,2023/7/23 00:00,261,TRUE,TRUE,FALSE,FALSE,0,-0.87743394,1.039502214,1.476996326,關山嶺山 - 2025-08-14T135743.477.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140511.690.gpx,HN_Guanshanling_0374.gpx,HN_Guanshanling,2.57,4.35,599.3,594.6,4.7,2022/7/30 00:00,261,TRUE,TRUE,FALSE,FALSE,-1,3.468561941,1.17436257,1.542091856,關山嶺山 - 2025-08-14T140511.690.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135746.964.gpx,HN_Guanshanling_0239.gpx,HN_Guanshanling,2.32,4.34,444.8,432.3,12.5,2023/7/22 00:00,260,TRUE,TRUE,FALSE,FALSE,0,-2.539586225,1.159275164,1.448510057,關山嶺山 - 2025-08-14T135746.964.gpx,HN_Guanshanling
關山嶺山 (76).gpx,HN_Guanshanling_0204.gpx,HN_Guanshanling,2.39,4.32,449.1,468.5,19.4,2023/12/30 00:00,259,TRUE,TRUE,FALSE,FALSE,0,-1.659588496,1.056240589,1.422432051,關山嶺山 (76).gpx,HN_Guanshanling
2022.7.31 關山嶺山.gpx,HN_Guanshanling_0030.gpx,HN_Guanshanling,2.25,4.29,448,523.7,75.7,2022/7/31 00:00,257,TRUE,TRUE,FALSE,FALSE,0,-1.299368686,1.468653857,1.42282553,2022.7.31 關山嶺山.gpx,HN_Guanshanling
關山嶺山112.01.25.gpx,HN_Guanshanling_0415.gpx,HN_Guanshanling,2.64,4.26,486.7,498.2,11.5,2023/1/25 00:00,255,TRUE,TRUE,FALSE,FALSE,0,0.302036183,0.534127837,1.350359619,關山嶺山112.01.25.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140558.464.gpx,HN_Guanshanling_0386.gpx,HN_Guanshanling,2.52,4.26,476.9,482.9,6,2022/7/4 00:00,255,TRUE,TRUE,FALSE,FALSE,0,-0.517093454,0.769280585,1.363918446,關山嶺山 - 2025-08-14T140558.464.gpx,HN_Guanshanling
關山嶺山 (99).gpx,HN_Guanshanling_0226.gpx,HN_Guanshanling,2.42,4.26,461.9,461.7,0.3,2023/11/8 00:00,255,TRUE,TRUE,FALSE,FALSE,0,-1.447105871,0.93631381,1.369366889,關山嶺山 (99).gpx,HN_Guanshanling
2023_7_12關山嶺山.gpx,HN_Guanshanling_0068.gpx,HN_Guanshanling,2.46,4.24,470.1,469.2,0.9,2023/7/12 00:00,254,TRUE,TRUE,FALSE,FALSE,0,-1.053583624,0.852205868,1.349843877,2023_7_12關山嶺山.gpx,HN_Guanshanling
關山嶺山-健圓.gpx,HN_Guanshanling_0406.gpx,HN_Guanshanling,2.45,4.23,487,494.3,7.3,2024/3/22 00:00,253,TRUE,TRUE,FALSE,FALSE,0,-0.410721333,0.946380372,1.356967299,關山嶺山-健圓.gpx,HN_Guanshanling
關山嶺山 (9).gpx,HN_Guanshanling_0216.gpx,HN_Guanshanling,2.54,4.21,494,503.1,9,2025/4/27 00:00,252,TRUE,TRUE,FALSE,FALSE,0,0.155615339,0.744900288,1.327372494,關山嶺山 (9).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140216.227.gpx,HN_Guanshanling_0317.gpx,HN_Guanshanling,2.54,4.21,473.4,467,6.4,2022/12/31 00:00,252,TRUE,TRUE,FALSE,FALSE,0,-0.75633087,0.636023802,1.308997608,關山嶺山 - 2025-08-14T140216.227.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140435.859.gpx,HN_Guanshanling_0363.gpx,HN_Guanshanling,2.67,4.2,573.7,572.6,1.1,2022/8/20 00:00,252,TRUE,TRUE,FALSE,FALSE,0,3.035976834,0.706785544,1.360090626,關山嶺山 - 2025-08-14T140435.859.gpx,HN_Guanshanling
20230724關山嶺山.gpx,HN_Guanshanling_0063.gpx,HN_Guanshanling,2.43,4.15,468.9,422.3,46.6,2023/7/24 00:00,248,TRUE,TRUE,FALSE,FALSE,0,-1.911924204,0.739512275,1.265840067,20230724關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135812.294.gpx,HN_Guanshanling_0246.gpx,HN_Guanshanling,2.6,4.1,481.4,461.4,20,2022/12/3 00:00,246,TRUE,TRUE,FALSE,FALSE,0,-0.503165018,0.391894561,1.199349469,關山嶺山 - 2025-08-14T135812.294.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140009.902.gpx,HN_Guanshanling_0283.gpx,HN_Guanshanling,2.59,4.08,528.6,504.6,24,2023/3/18 00:00,244,TRUE,TRUE,FALSE,FALSE,0,0.933808627,0.565307299,1.221585721,關山嶺山 - 2025-08-14T140009.902.gpx,HN_Guanshanling
2022-06-25 關山嶺山.gpx,HN_Guanshanling_0022.gpx,HN_Guanshanling,2.55,4.05,507.6,507.6,0,2022/6/25 00:00,243,TRUE,TRUE,FALSE,FALSE,0,0.487702614,0.601269155,1.184550941,2022-06-25 關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140409.775.gpx,HN_Guanshanling_0352.gpx,HN_Guanshanling,2.51,4.05,483.4,479,4.4,2022/9/9 00:00,243,TRUE,TRUE,FALSE,FALSE,0,-0.50594681,0.59590241,1.171313393,關山嶺山 - 2025-08-14T140409.775.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135758.367.gpx,HN_Guanshanling_0242.gpx,HN_Guanshanling,2.4,4.05,483.2,475,8.2,2023/7/12 00:00,243,TRUE,TRUE,FALSE,FALSE,0,-0.951884303,0.846935782,1.191204405,關山嶺山 - 2025-08-14T135758.367.gpx,HN_Guanshanling
2022_12_17關山嶺山.gpx,HN_Guanshanling_0046.gpx,HN_Guanshanling,2.71,4.04,534.9,541.5,6.6,2022/12/17 00:00,242,TRUE,TRUE,FALSE,FALSE,0,2.030953317,0.330092318,1.168889018,2022_12_17關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140616.557.gpx,HN_Guanshanling_0387.gpx,HN_Guanshanling,2.44,4.02,463.1,461.1,2,2022/6/20 00:00,241,TRUE,TRUE,FALSE,FALSE,0,-1.370597712,0.661221346,1.138909834,關山嶺山 - 2025-08-14T140616.557.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140214.879.gpx,HN_Guanshanling_0316.gpx,HN_Guanshanling,2.38,4.01,484.3,475.5,8.8,2023/1/1 00:00,240,TRUE,TRUE,FALSE,FALSE,0,-0.995179374,0.858903422,1.157840736,關山嶺山 - 2025-08-14T140214.879.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140053.942.gpx,HN_Guanshanling_0291.gpx,HN_Guanshanling,2.48,3.97,497.9,493.5,4.4,2023/2/26 00:00,238,TRUE,TRUE,FALSE,FALSE,0,-0.139391485,0.644825777,1.113150895,關山嶺山 - 2025-08-14T140053.942.gpx,HN_Guanshanling
20240626_關山嶺山.gpx,HN_Guanshanling_0080.gpx,HN_Guanshanling,2.71,3.96,494.4,521,26.6,2024/6/26 00:00,237,TRUE,TRUE,FALSE,FALSE,0,1.025902032,0.142727488,1.060385182,20240626_關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140530.936.gpx,HN_Guanshanling_0381.gpx,HN_Guanshanling,2.48,3.96,485.2,503.2,18,2022/7/22 00:00,237,TRUE,TRUE,FALSE,FALSE,0,-0.20221685,0.633341798,1.094555413,關山嶺山 - 2025-08-14T140530.936.gpx,HN_Guanshanling
關山嶺山 (35).gpx,HN_Guanshanling_0171.gpx,HN_Guanshanling,2.31,3.92,440.9,450.4,9.5,2024/6/19 00:00,235,TRUE,TRUE,FALSE,FALSE,0,-2.36306005,0.81282119,1.050231033,關山嶺山 (35).gpx,HN_Guanshanling
南橫三星-關山嶺山 (2).gpx,HN_Guanshanling_0111.gpx,HN_Guanshanling,2.47,3.91,514.3,508.7,5.6,2023/6/10 00:00,234,TRUE,TRUE,FALSE,FALSE,0,0.339554296,0.670301807,1.071776021,南橫三星-關山嶺山 (2).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140140.596.gpx,HN_Guanshanling_0307.gpx,HN_Guanshanling,2.52,3.89,539.2,533,6.2,2023/2/5 00:00,233,TRUE,TRUE,FALSE,FALSE,0,1.312058261,0.625442149,1.064436452,關山嶺山 - 2025-08-14T140140.596.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140120.188.gpx,HN_Guanshanling_0301.gpx,HN_Guanshanling,2.46,3.89,493.7,477.7,16,2023/2/12 00:00,233,TRUE,TRUE,FALSE,FALSE,0,-0.527504824,0.576358762,1.036632224,關山嶺山 - 2025-08-14T140120.188.gpx,HN_Guanshanling
20230603關山嶺山.gpx,HN_Guanshanling_0061.gpx,HN_Guanshanling,2.39,3.89,439.7,442.3,2.6,2023/6/3 00:00,233,TRUE,TRUE,FALSE,FALSE,0,-2.233974623,0.576905442,1.005508667,20230603關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140212.213.gpx,HN_Guanshanling_0315.gpx,HN_Guanshanling,2.86,3.85,439,436,3,2022/12/30 00:00,231,TRUE,TRUE,FALSE,FALSE,0,-0.721065018,-0.584177192,0.87975798,關山嶺山 - 2025-08-14T140212.213.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140251.750.gpx,HN_Guanshanling_0330.gpx,HN_Guanshanling,2.49,3.78,475,487.6,12.6,2022/12/10 00:00,226,TRUE,TRUE,FALSE,FALSE,0,-0.586249918,0.388926172,0.913033931,關山嶺山 - 2025-08-14T140251.750.gpx,HN_Guanshanling
20250523關山嶺山.gpx,HN_Guanshanling_0089.gpx,HN_Guanshanling,2.48,3.75,460.5,463.3,2.8,2025/5/23 00:00,225,TRUE,TRUE,FALSE,FALSE,0,-1.245780086,0.309555977,0.873569125,20250523關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140526.632.gpx,HN_Guanshanling_0379.gpx,HN_Guanshanling,2.48,3.74,531.3,531.3,0,2022/7/22 00:00,224,TRUE,TRUE,FALSE,FALSE,0,1.011814355,0.559871392,0.923344725,關山嶺山 - 2025-08-14T140526.632.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140529.342.gpx,HN_Guanshanling_0380.gpx,HN_Guanshanling,2.63,3.73,539.5,544,4.4,2022/7/22 00:00,223,TRUE,TRUE,FALSE,FALSE,0,1.866801813,0.23636564,0.893345117,關山嶺山 - 2025-08-14T140529.342.gpx,HN_Guanshanling
關山嶺山20221119.gpx,HN_Guanshanling_0417.gpx,HN_Guanshanling,2.57,3.72,542.6,554.4,11.8,2022/11/19 00:00,223,TRUE,TRUE,FALSE,FALSE,0,1.874253354,0.39491335,0.898054955,關山嶺山20221119.gpx,HN_Guanshanling
關山嶺山 (11).gpx,HN_Guanshanling_0156.gpx,HN_Guanshanling,2.65,3.7,562.1,558.1,4,2025/4/19 00:00,221,TRUE,TRUE,FALSE,FALSE,0,2.537255554,0.228019333,0.879583146,關山嶺山 (11).gpx,HN_Guanshanling
關山嶺山 (3).gpx,HN_Guanshanling_0168.gpx,HN_Guanshanling,2.58,3.7,495.5,485.6,9.8,2025/5/23 00:00,221,TRUE,TRUE,FALSE,FALSE,0,0.03820772,0.131341617,0.836178145,關山嶺山 (3).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140337.147.gpx,HN_Guanshanling_0343.gpx,HN_Guanshanling,2.9,3.68,529.7,527.2,2.4,2022/10/8 00:00,220,TRUE,TRUE,FALSE,FALSE,0,2.370896148,-0.499356565,0.787320604,關山嶺山 - 2025-08-14T140337.147.gpx,HN_Guanshanling
20240213關山嶺山.gpx,HN_Guanshanling_0076.gpx,HN_Guanshanling,2.65,3.68,517.1,528.1,11,2024/2/13 00:00,221,TRUE,TRUE,FALSE,FALSE,0,1.308626144,0.070762796,0.823864554,20240213關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140104.036.gpx,HN_Guanshanling_0296.gpx,HN_Guanshanling,2.44,3.67,457,456.2,0.8,2022/11/20 00:00,220,TRUE,TRUE,FALSE,FALSE,0,-1.55517832,0.307217257,0.801888572,關山嶺山 - 2025-08-14T140104.036.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135832.558.gpx,HN_Guanshanling_0253.gpx,HN_Guanshanling,2.69,3.65,586.8,581.4,5.4,2023/5/27 00:00,219,TRUE,TRUE,FALSE,FALSE,0,3.45577137,0.175780103,0.84541202,關山嶺山 - 2025-08-14T135832.558.gpx,HN_Guanshanling
2022-07-10_南橫三山~關山嶺山.gpx,HN_Guanshanling_0024.gpx,HN_Guanshanling,2.46,3.65,446.9,446.9,0,2022/7/10 00:00,219,TRUE,TRUE,FALSE,FALSE,0,-1.802186391,0.204716659,0.770797064,2022-07-10_南橫三山~關山嶺山.gpx,HN_Guanshanling
關山嶺山 (43).gpx,HN_Guanshanling_0177.gpx,HN_Guanshanling,2.62,3.63,476.2,460.1,16.1,2024/4/3 00:00,218,TRUE,TRUE,FALSE,FALSE,0,-0.548915137,-0.114782735,0.74575395,關山嶺山 (43).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135855.437.gpx,HN_Guanshanling_0260.gpx,HN_Guanshanling,2.59,3.62,474.9,472.2,2.8,2023/4/22 00:00,217,TRUE,TRUE,FALSE,FALSE,0,-0.485493515,-0.031080165,0.741649656,關山嶺山 - 2025-08-14T135855.437.gpx,HN_Guanshanling
關山嶺山 (37).gpx,HN_Guanshanling_0173.gpx,HN_Guanshanling,2.65,3.59,521.5,522,0.5,2024/6/17 00:00,215,TRUE,TRUE,FALSE,FALSE,0,1.286222864,-0.019922539,0.741463943,關山嶺山 (37).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140048.654.gpx,HN_Guanshanling_0290.gpx,HN_Guanshanling,2.32,3.58,556,587.2,31.2,2023/1/27 00:00,214,TRUE,TRUE,FALSE,FALSE,0,1.747381627,0.941157015,0.824049406,關山嶺山 - 2025-08-14T140048.654.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140430.329.gpx,HN_Guanshanling_0361.gpx,HN_Guanshanling,2.64,3.55,554.3,560.4,6.1,2022/8/22 00:00,212,TRUE,TRUE,FALSE,FALSE,0,2.404873339,0.099995413,0.733303522,關山嶺山 - 2025-08-14T140430.329.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140209.313.gpx,HN_Guanshanling_0314.gpx,HN_Guanshanling,2.59,3.53,519.4,528.4,9,2023/1/9 00:00,211,TRUE,TRUE,FALSE,FALSE,0,1.142674857,0.073915207,0.694464305,關山嶺山 - 2025-08-14T140209.313.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140110.658.gpx,HN_Guanshanling_0298.gpx,HN_Guanshanling,2.56,3.51,513.2,500,13.2,2023/2/18 00:00,210,TRUE,TRUE,FALSE,FALSE,0,0.49016281,0.057106961,0.674289126,關山嶺山 - 2025-08-14T140110.658.gpx,HN_Guanshanling
關山嶺山 (77).gpx,HN_Guanshanling_0205.gpx,HN_Guanshanling,2.78,3.5,449.7,435.4,14.3,2023/12/30 00:00,210,TRUE,TRUE,FALSE,FALSE,0,-0.831315038,-0.711908615,0.570757292,關山嶺山 (77).gpx,HN_Guanshanling
