original_filename,new_filename,folder_name,distance,duration_hours,total_ascent,total_descent,abs_ascent_descent_diff,end_date,interval_time,passed_waypoint_taguan_mountain_peak,check_tfidf_塔關山,check_tfidf_南橫三星,check_tfidf_關山嶺山,cluster,pca_1,pca_2,pca_3,original_filename_orig,folder_name_orig
塔關山 (32).gpx,HN_Taguan_0122.gpx,HN_Taguan,3.99,4.4,757.4,745.8,11.6,2023/7/24,264,TRUE,TRUE,FALSE,FALSE,0,0.057215623,-0.210687877,0.390176304,塔關山 (32).gpx,HN_Taguan
塔關山+塞車.gpx,HN_Taguan_0313.gpx,HN_Taguan,3.74,4.41,690.4,674.8,15.6,2022/6/25,264,TRUE,TRUE,FALSE,FALSE,0,-1.381944882,-0.364370444,0.29861348,塔關山+塞車.gpx,HN_Taguan
塔關山 (87).gpx,HN_Taguan_0166.gpx,HN_Taguan,3.54,4.41,626.9,584.8,42.1,2023/4/2,264,TRUE,TRUE,FALSE,FALSE,0,-2.848944787,-0.465891948,0.169684982,塔關山 (87).gpx,HN_Taguan
塔關山 - 2025-08-13T212019.974.gpx,HN_Taguan_0242.gpx,HN_Taguan,3.96,4.43,631.2,664.7,33.4,2022/10/22,265,TRUE,TRUE,FALSE,FALSE,0,-1.513078553,-0.17126217,0.160867747,塔關山 - 2025-08-13T212019.974.gpx,HN_Taguan
塔關山 - 2025-08-13T211654.217.gpx,HN_Taguan_0190.gpx,HN_Taguan,4.49,4.51,787.4,768.7,18.7,2023/2/27,270,TRUE,TRUE,FALSE,FALSE,0,1.303046897,0.116221964,0.288339091,塔關山 - 2025-08-13T211654.217.gpx,HN_Taguan
塔關山 - 2025-08-13T211624.295.gpx,HN_Taguan_0179.gpx,HN_Taguan,4.65,4.54,703.6,702.9,0.8,2023/3/18,272,TRUE,TRUE,FALSE,FALSE,0,0.481262612,0.287548687,0.06436073,塔關山 - 2025-08-13T211624.295.gpx,HN_Taguan
塔關山 (6).gpx,HN_Taguan_0144.gpx,HN_Taguan,4.13,4.54,795.8,809.2,13.4,2025/6/1,272,TRUE,TRUE,FALSE,FALSE,0,1.044813798,-0.210055982,0.456771081,塔關山 (6).gpx,HN_Taguan
20230319塔關山.gpx,HN_Taguan_0065.gpx,HN_Taguan,3.87,4.54,697.7,694.5,3.2,2023/3/19,272,TRUE,TRUE,FALSE,FALSE,0,-0.959558399,-0.337345592,0.277876967,20230319塔關山.gpx,HN_Taguan
塔關山 - 2025-08-13T211656.974.gpx,HN_Taguan_0192.gpx,HN_Taguan,4.12,4.57,973.3,977.5,4.2,2023/1/28,274,TRUE,TRUE,FALSE,FALSE,0,3.561931622,-0.367436803,0.862711394,塔關山 - 2025-08-13T211656.974.gpx,HN_Taguan
2023.01.08 塔關山.gpx,HN_Taguan_0054.gpx,HN_Taguan,4.18,4.58,831,831.3,0.3,2023/1/8,274,TRUE,TRUE,FALSE,FALSE,0,1.55105522,-0.212219443,0.501242792,2023.01.08 塔關山.gpx,HN_Taguan
塔關山 - 2025-08-13T211712.413.gpx,HN_Taguan_0195.gpx,HN_Taguan,4.16,4.58,759.2,753.7,5.5,2023/2/20,274,TRUE,TRUE,FALSE,FALSE,0,0.422200771,-0.170347517,0.328940385,塔關山 - 2025-08-13T211712.413.gpx,HN_Taguan
221127塔關山.gpx,HN_Taguan_0081.gpx,HN_Taguan,4.03,4.59,725.7,724.3,1.4,2022/11/27,275,TRUE,TRUE,FALSE,FALSE,0,-0.261236547,-0.256334613,0.292697312,221127塔關山.gpx,HN_Taguan
塔關山 (5).gpx,HN_Taguan_0136.gpx,HN_Taguan,3.88,4.64,760.6,744.6,16,2025/6/1,278,TRUE,TRUE,FALSE,FALSE,0,-0.112793703,-0.424488814,0.392233914,塔關山 (5).gpx,HN_Taguan
塔關山 - 2025-08-13T211838.846.gpx,HN_Taguan_0217.gpx,HN_Taguan,4.09,4.66,690.1,696.4,6.2,2022/12/24,279,TRUE,TRUE,FALSE,FALSE,0,-0.622727479,-0.219651178,0.192395051,塔關山 - 2025-08-13T211838.846.gpx,HN_Taguan
塔關山 - 2025-08-13T211846.035.gpx,HN_Taguan_0219.gpx,HN_Taguan,4.09,4.66,690.1,696.4,6.2,2022/12/24,279,TRUE,TRUE,FALSE,FALSE,0,-0.622727479,-0.219651178,0.192395051,塔關山 - 2025-08-13T211846.035.gpx,HN_Taguan
塔關山 - 2025-08-13T211904.320.gpx,HN_Taguan_0221.gpx,HN_Taguan,3.77,4.66,651.1,654.9,3.8,2022/12/3,279,TRUE,TRUE,FALSE,FALSE,0,-1.760658288,-0.447060254,0.191307769,塔關山 - 2025-08-13T211904.320.gpx,HN_Taguan
塔關山 - 2025-08-13T212148.861.gpx,HN_Taguan_0267.gpx,HN_Taguan,4.19,4.68,789.4,792.9,3.5,2022/8/15,281,TRUE,TRUE,FALSE,FALSE,0,0.983534263,-0.224973652,0.391141819,塔關山 - 2025-08-13T212148.861.gpx,HN_Taguan
111.08.20塔關山.gpx,HN_Taguan_0005.gpx,HN_Taguan,4.01,4.68,745.8,750.5,4.7,2022/8/20,281,TRUE,TRUE,FALSE,FALSE,0,0.04507321,-0.337177584,0.342985194,111.08.20塔關山.gpx,HN_Taguan
塔關山 - 2025-08-13T212430.549.gpx,HN_Taguan_0302.gpx,HN_Taguan,3.6,4.68,657.8,660.8,3,2022/6/1,280,TRUE,TRUE,FALSE,FALSE,0,-1.959215061,-0.599690731,0.253728717,塔關山 - 2025-08-13T212430.549.gpx,HN_Taguan
塔關山 - 2025-08-13T212431.789.gpx,HN_Taguan_0303.gpx,HN_Taguan,3.6,4.68,657.8,660.8,3,2022/6/1,280,TRUE,TRUE,FALSE,FALSE,0,-1.959215061,-0.599690731,0.253728717,塔關山 - 2025-08-13T212431.789.gpx,HN_Taguan
塔關山 - 2025-08-13T212501.808.gpx,HN_Taguan_0310.gpx,HN_Taguan,4.3,4.69,905.3,902.1,3.2,2022/5/1,281,TRUE,TRUE,FALSE,FALSE,0,2.821493736,-0.228293494,0.621965531,塔關山 - 2025-08-13T212501.808.gpx,HN_Taguan
20220828，塔關山.gpx,HN_Taguan_0037.gpx,HN_Taguan,4.18,4.71,689.4,690.8,1.5,2022/8/28,282,TRUE,TRUE,FALSE,FALSE,0,-0.513900787,-0.170216694,0.150446395,20220828，塔關山.gpx,HN_Taguan
塔關山 - 2025-08-13T212324.850.gpx,HN_Taguan_0288.gpx,HN_Taguan,4.06,4.71,726.2,723.3,2.9,2022/7/9,282,TRUE,TRUE,FALSE,FALSE,0,-0.211641685,-0.293963188,0.266944325,塔關山 - 2025-08-13T212324.850.gpx,HN_Taguan
泥娃娃-泥巴、樹根 塔關山.gpx,HN_Taguan_0353.gpx,HN_Taguan,4.31,4.72,688.1,691.9,3.8,2022/10/1,283,TRUE,TRUE,FALSE,FALSE,0,-0.292558534,-0.070291969,0.110965899,泥娃娃-泥巴、樹根 塔關山.gpx,HN_Taguan
塔關山 (60).gpx,HN_Taguan_0145.gpx,HN_Taguan,4.34,4.77,833.7,838.7,5,2023/4/8,286,TRUE,TRUE,FALSE,FALSE,0,1.902011498,-0.185258217,0.441772466,塔關山 (60).gpx,HN_Taguan
塔關山 - 2025-08-13T212046.843.gpx,HN_Taguan_0248.gpx,HN_Taguan,4.21,4.77,685.9,690.7,4.9,2022/7/16,286,TRUE,TRUE,FALSE,FALSE,0,-0.487999213,-0.17571159,0.130183503,塔關山 - 2025-08-13T212046.843.gpx,HN_Taguan
20230430_塔關山_BenJerryHanes.gpx,HN_Taguan_0067.gpx,HN_Taguan,4.48,4.79,674.6,644.8,29.8,2023/4/30,287,TRUE,TRUE,FALSE,FALSE,0,-0.443943002,0.055216306,-0.028653119,20230430_塔關山_BenJerryHanes.gpx,HN_Taguan
20230603塔關山.gpx,HN_Taguan_0069.gpx,HN_Taguan,3.94,4.82,664,670.3,6.3,2023/6/3,289,TRUE,TRUE,FALSE,FALSE,0,-1.259661479,-0.40348593,0.153847965,20230603塔關山.gpx,HN_Taguan
20230128塔關山.gpx,HN_Taguan_0061.gpx,HN_Taguan,4.56,4.86,740.8,742.4,1.7,2023/1/28,291,TRUE,TRUE,FALSE,FALSE,0,0.894006095,0.019393625,0.139938878,20230128塔關山.gpx,HN_Taguan
塔關山 (27).gpx,HN_Taguan_0118.gpx,HN_Taguan,4.18,4.86,786.2,811.4,25.2,2025/4/19,291,TRUE,TRUE,FALSE,FALSE,0,1.081061299,-0.332692788,0.393692301,塔關山 (27).gpx,HN_Taguan
塔關山 - 2025-08-13T211853.090.gpx,HN_Taguan_0220.gpx,HN_Taguan,3.93,4.87,885.2,909.5,24.4,2022/12/18,292,TRUE,TRUE,FALSE,FALSE,0,2.097154384,-0.616306517,0.699448642,塔關山 - 2025-08-13T211853.090.gpx,HN_Taguan
塔關山 - 2025-08-13T212327.539.gpx,HN_Taguan_0289.gpx,HN_Taguan,3.84,4.88,705.5,713.5,8,2022/7/4,293,TRUE,TRUE,FALSE,FALSE,0,-0.809443984,-0.548238248,0.27616964,塔關山 - 2025-08-13T212327.539.gpx,HN_Taguan
塔關山 (86).gpx,HN_Taguan_0165.gpx,HN_Taguan,3.78,4.96,648.6,658.4,9.8,2023/4/2,297,TRUE,TRUE,FALSE,FALSE,0,-1.731627934,-0.594788774,0.151241956,塔關山 (86).gpx,HN_Taguan
塔關山 - 2025-08-13T212438.703.gpx,HN_Taguan_0306.gpx,HN_Taguan,4.47,4.97,795.4,787.8,7.6,2022/5/29,298,TRUE,TRUE,FALSE,FALSE,0,1.474344723,-0.148810881,0.268094502,塔關山 - 2025-08-13T212438.703.gpx,HN_Taguan
2023-05-26 塔關山（百岳、單登）.gpx,HN_Taguan_0053.gpx,HN_Taguan,4.29,4.99,738.2,735.4,2.8,2023/5/26,299,TRUE,TRUE,FALSE,FALSE,0,0.363236879,-0.262311241,0.190244779,2023-05-26 塔關山（百岳、單登）.gpx,HN_Taguan
塔關山 - 2025-08-13T211818.181.gpx,HN_Taguan_0213.gpx,HN_Taguan,3.94,5.01,705.1,708.1,3,2023/1/8,300,TRUE,TRUE,FALSE,FALSE,0,-0.678586852,-0.532318207,0.221222215,塔關山 - 2025-08-13T211818.181.gpx,HN_Taguan
塔關山 - 2025-08-13T212101.207.gpx,HN_Taguan_0252.gpx,HN_Taguan,4.27,5.04,828,832.7,4.7,2022/9/11,302,TRUE,TRUE,FALSE,FALSE,0,1.700558697,-0.377046976,0.412801278,塔關山 - 2025-08-13T212101.207.gpx,HN_Taguan
20250502塔關山.gpx,HN_Taguan_0076.gpx,HN_Taguan,4.3,5.08,690.1,678,12.2,2025/5/2,305,TRUE,TRUE,FALSE,FALSE,0,-0.391145328,-0.25969579,0.048216354,20250502塔關山.gpx,HN_Taguan
塔關山 - 2025-08-13T212407.405.gpx,HN_Taguan_0295.gpx,HN_Taguan,3.75,5.08,781.2,773.6,7.6,2022/6/18,304,TRUE,TRUE,FALSE,FALSE,0,0.03466137,-0.776737868,0.433186728,塔關山 - 2025-08-13T212407.405.gpx,HN_Taguan
塔關山 - 2025-08-13T212241.083.gpx,HN_Taguan_0278.gpx,HN_Taguan,3.99,5.11,665,669.9,4.9,2022/7/25,306,TRUE,TRUE,FALSE,FALSE,0,-1.165121619,-0.51336545,0.100964157,塔關山 - 2025-08-13T212241.083.gpx,HN_Taguan
20250404塔關山 (1).gpx,HN_Taguan_0074.gpx,HN_Taguan,4.58,5.12,942.1,977.5,35.5,2025/4/4,307,TRUE,TRUE,FALSE,FALSE,0,4.129439657,-0.268963804,0.624305251,20250404塔關山 (1).gpx,HN_Taguan
塔關山 - 2025-08-13T212137.818.gpx,HN_Taguan_0265.gpx,HN_Taguan,4.29,5.13,823.9,815.9,8,2022/8/20,307,TRUE,TRUE,FALSE,FALSE,0,1.583208058,-0.399046354,0.367089234,塔關山 - 2025-08-13T212137.818.gpx,HN_Taguan
塔關山 - 2025-08-13T211916.895.gpx,HN_Taguan_0225.gpx,HN_Taguan,4.16,5.17,798.8,814.2,15.3,2022/12/9,310,TRUE,TRUE,FALSE,FALSE,0,1.164535568,-0.515032263,0.374340213,塔關山 - 2025-08-13T211916.895.gpx,HN_Taguan
塔關山 - 2025-08-13T211918.263.gpx,HN_Taguan_0226.gpx,HN_Taguan,4.16,5.17,798.8,814.2,15.3,2022/12/9,310,TRUE,TRUE,FALSE,FALSE,0,1.164535568,-0.515032263,0.374340213,塔關山 - 2025-08-13T211918.263.gpx,HN_Taguan
塔關山 - 2025-08-13T212108.333.gpx,HN_Taguan_0254.gpx,HN_Taguan,3.96,5.18,965.4,852.1,113.3,2022/9/9,310,TRUE,TRUE,FALSE,FALSE,0,2.321849008,-0.757902894,0.642590553,塔關山 - 2025-08-13T212108.333.gpx,HN_Taguan
塔關山20220730.gpx,HN_Taguan_0322.gpx,HN_Taguan,4.15,5.2,784.7,783.7,1,2022/7/30,312,TRUE,TRUE,FALSE,FALSE,0,0.821258722,-0.5209503,0.3165105,塔關山20220730.gpx,HN_Taguan
塔關山 - 2025-08-13T212112.139.gpx,HN_Taguan_0256.gpx,HN_Taguan,4.56,5.25,845.1,804.9,40.2,2022/9/9,315,TRUE,TRUE,FALSE,FALSE,0,2.122626326,-0.246054551,0.275349667,塔關山 - 2025-08-13T212112.139.gpx,HN_Taguan
塔關山 (64).gpx,HN_Taguan_0149.gpx,HN_Taguan,4.32,5.26,1000,1000,0,2023/5/1,315,TRUE,TRUE,FALSE,FALSE,0,4.275715126,-0.581862043,0.769199975,塔關山 (64).gpx,HN_Taguan
112_4_8塔關山.gpx,HN_Taguan_0016.gpx,HN_Taguan,3.98,5.26,724.3,724.7,0.4,2023/4/8,315,TRUE,TRUE,FALSE,FALSE,0,-0.343870444,-0.643188051,0.217962693,112_4_8塔關山.gpx,HN_Taguan
塔關山 (2).gpx,HN_Taguan_0114.gpx,HN_Taguan,3.85,5.26,732.3,726.1,6.2,2025/6/23,315,TRUE,TRUE,FALSE,FALSE,0,-0.497604939,-0.751748685,0.265971353,塔關山 (2).gpx,HN_Taguan
塔關山 - 2025-08-13T212110.752.gpx,HN_Taguan_0255.gpx,HN_Taguan,4.56,5.28,894.6,876.7,17.9,2022/9/9,317,TRUE,TRUE,FALSE,FALSE,0,3.011621977,-0.309143962,0.420407431,塔關山 - 2025-08-13T212110.752.gpx,HN_Taguan
塔關山 - 2025-08-13T211928.147.gpx,HN_Taguan_0228.gpx,HN_Taguan,3.96,5.33,739.3,665.1,74.2,2022/11/30,319,TRUE,TRUE,FALSE,FALSE,0,-0.703041063,-0.676438053,0.143470197,塔關山 - 2025-08-13T211928.147.gpx,HN_Taguan
塔關山 (97).gpx,HN_Taguan_0176.gpx,HN_Taguan,4.09,5.38,741.7,715.2,26.5,2023/3/20,323,TRUE,TRUE,FALSE,FALSE,0,-0.095426374,-0.618770392,0.172201367,塔關山 (97).gpx,HN_Taguan
塔關山 (49).gpx,HN_Taguan_0135.gpx,HN_Taguan,4.13,5.42,652.5,644.5,8,2022/11/12,325,TRUE,TRUE,FALSE,FALSE,0,-1.198079126,-0.545640363,-0.029621602,塔關山 (49).gpx,HN_Taguan
塔關山登山口-塔關山-塔關山登山口.gpx,HN_Taguan_0342.gpx,HN_Taguan,4.13,5.46,696.7,703.8,7.1,2022/8/20,327,TRUE,TRUE,FALSE,FALSE,0,-0.439273619,-0.606828007,0.091274304,塔關山登山口-塔關山-塔關山登山口.gpx,HN_Taguan
塔關山 - 2025-08-13T211726.417.gpx,HN_Taguan_0203.gpx,HN_Taguan,4.58,5.47,805.7,779.8,25.9,2023/2/11,328,TRUE,TRUE,FALSE,FALSE,0,1.687540847,-0.319118981,0.167455418,塔關山 - 2025-08-13T211726.417.gpx,HN_Taguan
塔關山 (28).gpx,HN_Taguan_0119.gpx,HN_Taguan,4.24,5.47,794.9,792,2.9,2025/4/16,328,TRUE,TRUE,FALSE,FALSE,0,1.115164925,-0.595068842,0.275488422,塔關山 (28).gpx,HN_Taguan
塔關山 - 2025-08-13T211957.303.gpx,HN_Taguan_0232.gpx,HN_Taguan,4.22,5.47,829.7,813.1,16.5,2022/11/13,328,TRUE,TRUE,FALSE,FALSE,0,1.490632684,-0.632554712,0.34419315,塔關山 - 2025-08-13T211957.303.gpx,HN_Taguan
塔關山 - 2025-08-13T212022.810.gpx,HN_Taguan_0243.gpx,HN_Taguan,4.58,5.51,766.1,777.1,11,2022/10/12,330,TRUE,TRUE,FALSE,FALSE,0,1.377834849,-0.324352915,0.121177129,塔關山 - 2025-08-13T212022.810.gpx,HN_Taguan
塔關山 - 2025-08-13T212146.089.gpx,HN_Taguan_0266.gpx,HN_Taguan,4.2,5.51,689.8,696.1,6.3,2022/8/17,330,TRUE,TRUE,FALSE,FALSE,0,-0.425562939,-0.570446304,0.046436941,塔關山 - 2025-08-13T212146.089.gpx,HN_Taguan
塔關山 (33).gpx,HN_Taguan_0123.gpx,HN_Taguan,4.08,5.53,663.7,660.2,3.5,2023/7/23,331,TRUE,TRUE,FALSE,FALSE,0,-1.084974873,-0.653527256,0.003550407,塔關山 (33).gpx,HN_Taguan
塔關山 - 2025-08-13T211919.663.gpx,HN_Taguan_0227.gpx,HN_Taguan,3.83,5.56,651.4,647.3,4.2,2022/12/7,333,TRUE,TRUE,FALSE,FALSE,0,-1.697373687,-0.861357243,0.043660579,塔關山 - 2025-08-13T211919.663.gpx,HN_Taguan
塔關山 - 2025-08-13T212050.906.gpx,HN_Taguan_0249.gpx,HN_Taguan,4.16,5.57,866.2,878.2,12,2022/9/17,334,TRUE,TRUE,FALSE,FALSE,0,2.133526598,-0.772898226,0.475983665,塔關山 - 2025-08-13T212050.906.gpx,HN_Taguan
塔關山 - 2025-08-13T212317.750.gpx,HN_Taguan_0287.gpx,HN_Taguan,3.98,5.64,698,689.3,8.6,2022/7/10,338,TRUE,TRUE,FALSE,FALSE,0,-0.78997692,-0.815732278,0.092340354,塔關山 - 2025-08-13T212317.750.gpx,HN_Taguan
塔關山 (48).gpx,HN_Taguan_0134.gpx,HN_Taguan,4.13,5.74,683.6,681.2,2.4,2023/6/24,344,TRUE,TRUE,FALSE,FALSE,0,-0.696419115,-0.737679304,0.00957637,塔關山 (48).gpx,HN_Taguan
塔關山 - 2025-08-13T212205.615.gpx,HN_Taguan_0273.gpx,HN_Taguan,4.02,5.75,726.9,741.9,15,2022/8/7,345,TRUE,TRUE,FALSE,FALSE,0,-0.122858534,-0.872507151,0.16819092,塔關山 - 2025-08-13T212205.615.gpx,HN_Taguan
塔關山 - 2025-08-13T212119.191.gpx,HN_Taguan_0259.gpx,HN_Taguan,4.17,5.77,675.9,675.6,0.3,2022/9/2,346,TRUE,TRUE,FALSE,FALSE,0,-0.724910579,-0.715772143,-0.021471276,塔關山 - 2025-08-13T212119.191.gpx,HN_Taguan
塔關山 - 2025-08-13T212158.664.gpx,HN_Taguan_0271.gpx,HN_Taguan,4,5.79,800.3,818.3,18,2022/8/10,347,TRUE,TRUE,FALSE,FALSE,0,0.941058319,-0.967500584,0.34682471,塔關山 - 2025-08-13T212158.664.gpx,HN_Taguan
塔關山 - 2025-08-13T212242.428.gpx,HN_Taguan_0279.gpx,HN_Taguan,4.39,5.82,744,774.2,30.2,2022/7/25,349,TRUE,TRUE,FALSE,FALSE,0,0.873794869,-0.629178149,0.111510742,塔關山 - 2025-08-13T212242.428.gpx,HN_Taguan
0503塔關山.gpx,HN_Taguan_0001.gpx,HN_Taguan,4.24,5.85,820.1,789.3,30.8,2025/5/3,350,TRUE,TRUE,FALSE,FALSE,0,1.286193343,-0.799771312,0.244881349,0503塔關山.gpx,HN_Taguan
塔關山 - 2025-08-13T212215.488.gpx,HN_Taguan_0276.gpx,HN_Taguan,4.21,5.86,823,877,53.9,2022/8/3,351,TRUE,TRUE,FALSE,FALSE,0,1.897890207,-0.866424616,0.38052788,塔關山 - 2025-08-13T212215.488.gpx,HN_Taguan
塔關山20221211.gpx,HN_Taguan_0326.gpx,HN_Taguan,4.39,5.87,791.5,782.3,9.1,2022/12/11,352,TRUE,TRUE,FALSE,FALSE,0,1.282368162,-0.675617889,0.160983872,塔關山20221211.gpx,HN_Taguan
2022-07-30塔關山.gpx,HN_Taguan_0024.gpx,HN_Taguan,4,5.87,599.5,596.5,3,2022/7/30,352,TRUE,TRUE,FALSE,FALSE,0,-2.153883549,-0.84462166,-0.16905054,2022-07-30塔關山.gpx,HN_Taguan
塔關山 (15).gpx,HN_Taguan_0111.gpx,HN_Taguan,3.73,6.01,688.5,669.6,18.9,2025/5/21,360,TRUE,TRUE,FALSE,FALSE,0,-1.426325877,-1.197749915,0.08028894,塔關山 (15).gpx,HN_Taguan
南橫 塔關山.gpx,HN_Taguan_0087.gpx,HN_Taguan,4.44,6.03,747.1,743.2,3.9,2022/7/24,361,TRUE,TRUE,FALSE,FALSE,0,0.758624379,-0.685789944,0.027456181,南橫 塔關山.gpx,HN_Taguan
塔關山 (6).gpx,HB_Taguan_0021.gpx,HB_Taguan,3.85,6.03,871.3,869.9,1.4,2023/4/3,361,TRUE,TRUE,FALSE,FALSE,0,1.586330892,-1.259993239,0.499757346,塔關山 (6).gpx,HB_Taguan
塔關山 - 2025-08-13T211639.731.gpx,HN_Taguan_0186.gpx,HN_Taguan,3.63,6.04,654.8,645.9,8.9,2023/3/5,362,TRUE,TRUE,FALSE,FALSE,0,-2.017830562,-1.272117456,0.040468955,塔關山 - 2025-08-13T211639.731.gpx,HN_Taguan
2025-5-24 晨間輕裝登山_塔關山.gpx,HB_Taguan_0016.gpx,HB_Taguan,3.78,6.08,601.8,643,41.2,2025/5/24,364,TRUE,TRUE,FALSE,FALSE,0,-2.170387308,-1.151161561,-0.063088443,2025-5-24 晨間輕裝登山_塔關山.gpx,HB_Taguan
塔關山 (22).gpx,HN_Taguan_0116.gpx,HN_Taguan,4.17,6.09,757.5,754.7,2.7,2025/4/26,365,TRUE,TRUE,FALSE,FALSE,0,0.457516024,-0.943608065,0.125670818,塔關山 (22).gpx,HN_Taguan
塔關山 (7).gpx,HB_Taguan_0022.gpx,HB_Taguan,3.66,6.1,604.5,618.2,13.6,2023/1/1,366,TRUE,TRUE,FALSE,FALSE,0,-2.537263266,-1.249261677,-0.063113473,塔關山 (7).gpx,HB_Taguan
塔關山 - 2025-08-13T211827.815.gpx,HN_Taguan_0215.gpx,HN_Taguan,3.89,6.11,848.8,698.8,150,2023/1/1,366,TRUE,TRUE,FALSE,FALSE,0,0.23914713,-1.190331133,0.211628262,塔關山 - 2025-08-13T211827.815.gpx,HN_Taguan
